,Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
0,1609284,WHS3_57,COUNTRY,GUY,AMR,YEAR,Americas,,,2018,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1,1611336,WHS3_57,COUNTRY,CZE,EUR,YEAR,Europe,,,2005,,,,,,,8,8.0,,,,2024-07-12T15:55:34.113+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
2,1611477,WHS3_57,COUNTRY,ERI,AFR,YEAR,Africa,,,2017,,,,,,,413,413.0,,,,2024-07-12T15:55:34.113+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3,1612624,WHS3_57,COUNTRY,MAC,,YEAR,,,,2022,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4,1676,WHS3_57,COUNTRY,TJK,EUR,YEAR,Europe,,,2012,,,,,,,1,1.0,,,,2024-07-12T15:55:34.113+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5,3058,WHS3_57,COUNTRY,PAN,AMR,YEAR,Americas,,,2018,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6,3786,WHS3_57,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,608,608.0,,,,2024-07-12T15:55:34.113+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7,3874,WHS3_57,COUNTRY,URY,AMR,YEAR,Americas,,,2021,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8,6467,WHS3_57,COUNTRY,FRA,EUR,YEAR,Europe,,,2020,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9,7126,WHS3_57,REGION,EUR,,YEAR,,,,2008,,,,,,,23 912,23912.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
10,7768,WHS3_57,COUNTRY,NER,AFR,YEAR,Africa,,,2011,,,,,,,19,19.0,,,,2024-07-12T15:55:34.113+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
11,9777,WHS3_57,COUNTRY,GRC,EUR,YEAR,Europe,,,2018,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
12,26284,WHS3_57,COUNTRY,VEN,AMR,YEAR,Americas,,,2008,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
13,30969,WHS3_57,COUNTRY,SVK,EUR,YEAR,Europe,,,2002,,,,,,,7,7.0,,,,2024-07-12T15:55:34.113+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
14,32916,WHS3_57,COUNTRY,SVN,EUR,YEAR,Europe,,,2022,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
15,36102,WHS3_57,COUNTRY,GBR,EUR,YEAR,Europe,,,2019,,,,,,,3,3.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
16,37179,WHS3_57,COUNTRY,GHA,AFR,YEAR,Africa,,,2008,,,,,,,459,459.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
17,41292,WHS3_57,COUNTRY,COL,AMR,YEAR,Americas,,,2021,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
18,43740,WHS3_57,COUNTRY,NAM,AFR,YEAR,Africa,,,2008,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
19,46331,WHS3_57,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,2021,,,,,,,34,34.0,,,,2024-07-12T15:55:34.113+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
20,47772,WHS3_57,COUNTRY,MWI,AFR,YEAR,Africa,,,2008,,,,,,,105,105.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
21,48555,WHS3_57,COUNTRY,LVA,EUR,YEAR,Europe,,,2019,,,,,,,3,3.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
22,49072,WHS3_57,COUNTRY,CUW,AMR,YEAR,Americas,,,2017,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
23,50941,WHS3_57,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2020,,,,,,,1,1.0,,,,2024-07-12T15:55:34.113+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
24,52265,WHS3_57,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,2011,,,,,,,38,38.0,,,,2024-07-12T15:55:34.113+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25,53024,WHS3_57,COUNTRY,LSO,AFR,YEAR,Africa,,,2023,,,,,,,9,9.0,,,,2024-07-12T15:55:34.113+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
26,56683,WHS3_57,COUNTRY,BLR,EUR,YEAR,Europe,,,2018,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
27,58152,WHS3_57,COUNTRY,PLW,WPR,YEAR,Western Pacific,,,2006,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
28,58264,WHS3_57,COUNTRY,UZB,EUR,YEAR,Europe,,,2004,,,,,,,498,498.0,,,,2024-07-12T15:55:34.113+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
29,61679,WHS3_57,COUNTRY,ZMB,AFR,YEAR,Africa,,,2007,,,,,,,93,93.0,,,,2024-07-12T15:55:34.113+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
30,64083,WHS3_57,COUNTRY,ZMB,AFR,YEAR,Africa,,,2005,,,,,,,165,165.0,,,,2024-07-12T15:55:34.113+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
31,67068,WHS3_57,COUNTRY,MLT,EUR,YEAR,Europe,,,2014,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
32,68987,WHS3_57,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,2006,,,,,,,1698,1698.0,,,,2024-07-12T15:55:34.113+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
33,70097,WHS3_57,COUNTRY,GRC,EUR,YEAR,Europe,,,2019,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
34,73232,WHS3_57,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2005,,,,,,,13,13.0,,,,2024-07-12T15:55:34.113+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
35,73577,WHS3_57,COUNTRY,CRI,AMR,YEAR,Americas,,,2023,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
36,76916,WHS3_57,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,2023,,,,,,,1,1.0,,,,2024-07-12T15:55:34.113+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
37,82545,WHS3_57,COUNTRY,NLD,EUR,YEAR,Europe,,,2000,,,,,,,12,12.0,,,,2024-07-12T15:55:34.113+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
38,82834,WHS3_57,COUNTRY,TJK,EUR,YEAR,Europe,,,2007,,,,,,,705,705.0,,,,2024-07-12T15:55:34.113+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
39,84398,WHS3_57,COUNTRY,BIH,EUR,YEAR,Europe,,,2015,,,,,,,8,8.0,,,,2024-07-12T15:55:34.113+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
40,84451,WHS3_57,COUNTRY,BDI,AFR,YEAR,Africa,,,2005,,,,,,,26,26.0,,,,2024-07-12T15:55:34.113+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
41,84501,WHS3_57,COUNTRY,MCO,EUR,YEAR,Europe,,,2023,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
42,85383,WHS3_57,COUNTRY,ROU,EUR,YEAR,Europe,,,2008,,,,,,,1746,1746.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
43,85797,WHS3_57,COUNTRY,BRN,WPR,YEAR,Western Pacific,,,2017,,,,,,,1,1.0,,,,2024-07-12T15:55:34.113+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
44,88948,WHS3_57,COUNTRY,WSM,WPR,YEAR,Western Pacific,,,2009,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
45,90995,WHS3_57,COUNTRY,BEL,EUR,YEAR,Europe,,,2002,,,,,,,8,8.0,,,,2024-07-12T15:55:34.113+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
46,97140,WHS3_57,COUNTRY,IDN,SEAR,YEAR,South-East Asia,,,2009,,,,,,,2090,2090.0,,,,2024-07-12T15:55:34.113+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
47,97318,WHS3_57,COUNTRY,ETH,AFR,YEAR,Africa,,,2016,,,,,,,184,184.0,,,,2024-07-12T15:55:34.113+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
48,99151,WHS3_57,COUNTRY,CHE,EUR,YEAR,Europe,,,2001,,,,,,,1200,1200.0,,,,2024-07-12T15:55:34.113+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
49,99647,WHS3_57,COUNTRY,POL,EUR,YEAR,Europe,,,2001,,,,,,,84 419,84419.0,,,,2024-07-12T15:55:34.113+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
50,104336,WHS3_57,COUNTRY,UGA,AFR,YEAR,Africa,,,2014,,,,,,,291,291.0,,,,2024-07-12T15:55:34.113+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
51,105350,WHS3_57,COUNTRY,BGR,EUR,YEAR,Europe,,,2018,,,,,,,1,1.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
52,107073,WHS3_57,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,2016,,,,,,,2711,2711.0,,,,2024-07-12T15:55:34.113+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
53,107487,WHS3_57,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,12,12.0,,,,2024-07-12T15:55:34.113+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
54,107662,WHS3_57,COUNTRY,NOR,EUR,YEAR,Europe,,,2002,,,,,,,1,1.0,,,,2024-07-12T15:55:34.113+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
55,108872,WHS3_57,COUNTRY,CAF,AFR,YEAR,Africa,,,2019,,,,,,,182,182.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
56,110288,WHS3_57,COUNTRY,BRB,AMR,YEAR,Americas,,,2008,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
57,111727,WHS3_57,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2007,,,,,,,74 746,74746.0,,,,2024-07-12T15:55:34.113+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
58,116607,WHS3_57,COUNTRY,GRC,EUR,YEAR,Europe,,,2021,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
59,118764,WHS3_57,COUNTRY,NIC,AMR,YEAR,Americas,,,2021,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
60,118890,WHS3_57,COUNTRY,UGA,AFR,YEAR,Africa,,,2018,,,,,,,470,470.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
61,119615,WHS3_57,COUNTRY,GHA,AFR,YEAR,Africa,,,2007,,,,,,,175,175.0,,,,2024-07-12T15:55:34.113+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
62,120740,WHS3_57,COUNTRY,GRD,AMR,YEAR,Americas,,,2002,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
63,121172,WHS3_57,COUNTRY,CMR,AFR,YEAR,Africa,,,2007,,,,,,,126,126.0,,,,2024-07-12T15:55:34.113+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
64,123599,WHS3_57,COUNTRY,VCT,AMR,YEAR,Americas,,,2019,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
65,125102,WHS3_57,COUNTRY,ESP,EUR,YEAR,Europe,,,2022,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
66,127734,WHS3_57,REGION,EUR,,YEAR,,,,2007,,,,,,,67 927,67927.0,,,,2024-07-12T15:55:34.113+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
67,127803,WHS3_57,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,,2019,,,,,,,62,62.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
68,128895,WHS3_57,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,21,21.0,,,,2024-07-12T15:55:34.113+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
69,133189,WHS3_57,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,2019,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
70,133595,WHS3_57,COUNTRY,MOZ,AFR,YEAR,Africa,,,2018,,,,,,,117,117.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
71,136419,WHS3_57,COUNTRY,GBR,EUR,YEAR,Europe,,,2016,,,,,,,2,2.0,,,,2024-07-12T15:55:34.113+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
72,142434,WHS3_57,COUNTRY,SMR,EUR,YEAR,Europe,,,2019,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
73,143598,WHS3_57,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2017,,,,,,,389,389.0,,,,2024-07-12T15:55:34.113+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
74,146834,WHS3_57,COUNTRY,ISR,EUR,YEAR,Europe,,,2018,,,,,,,2,2.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
75,147502,WHS3_57,COUNTRY,PNG,WPR,YEAR,Western Pacific,,,2012,,,,,,,33,33.0,,,,2024-07-12T15:55:34.113+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
76,153779,WHS3_57,COUNTRY,FJI,WPR,YEAR,Western Pacific,,,2002,,,,,,,63,63.0,,,,2024-07-12T15:55:34.113+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
77,154605,WHS3_57,COUNTRY,AND,EUR,YEAR,Europe,,,2022,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
78,156814,WHS3_57,COUNTRY,ITA,EUR,YEAR,Europe,,,2004,,,,,,,363,363.0,,,,2024-07-12T15:55:34.113+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
79,160079,WHS3_57,COUNTRY,PRY,AMR,YEAR,Americas,,,2010,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
80,161971,WHS3_57,COUNTRY,GMB,AFR,YEAR,Africa,,,2004,,,,,,,30,30.0,,,,2024-07-12T15:55:34.113+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
81,164555,WHS3_57,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,2014,,,,,,,29,29.0,,,,2024-07-12T15:55:34.113+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
82,165411,WHS3_57,REGION,EMR,,YEAR,,,,2002,,,,,,,569,569.0,,,,2024-07-12T15:55:34.113+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
83,165909,WHS3_57,COUNTRY,COM,AFR,YEAR,Africa,,,2009,,,,,,,1,1.0,,,,2024-07-12T15:55:34.113+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
84,167985,WHS3_57,COUNTRY,ZMB,AFR,YEAR,Africa,,,2022,,,,,,,1506,1506.0,,,,2024-07-12T15:55:34.113+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
85,168693,WHS3_57,COUNTRY,MHL,WPR,YEAR,Western Pacific,,,2011,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
86,169395,WHS3_57,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2001,,,,,,,1869,1869.0,,,,2024-07-12T15:55:34.113+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
87,171284,WHS3_57,REGION,SEAR,,YEAR,,,,2015,,,,,,,6515,6515.0,,,,2024-07-12T15:55:34.113+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
88,172049,WHS3_57,COUNTRY,WLF,WPR,YEAR,Western Pacific,,,2007,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
89,174520,WHS3_57,COUNTRY,PER,AMR,YEAR,Americas,,,2014,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
90,175959,WHS3_57,COUNTRY,KGZ,EUR,YEAR,Europe,,,2010,,,,,,,2,2.0,,,,2024-07-12T15:55:34.113+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
91,177183,WHS3_57,COUNTRY,GNQ,AFR,YEAR,Africa,,,2023,,,,,,,3,3.0,,,,2024-07-12T15:55:34.113+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
92,179933,WHS3_57,COUNTRY,MKD,EUR,YEAR,Europe,,,2000,,,,,,,87,87.0,,,,2024-07-12T15:55:34.113+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
93,181199,WHS3_57,COUNTRY,NER,AFR,YEAR,Africa,,,2018,,,,,,,21,21.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
94,185095,WHS3_57,COUNTRY,TCD,AFR,YEAR,Africa,,,2010,,,,,,,3,3.0,,,,2024-07-12T15:55:34.113+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
95,188973,WHS3_57,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,,,2008,,,,,,,150,150.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
96,191670,WHS3_57,COUNTRY,BEL,EUR,YEAR,Europe,,,2003,,,,,,,58,58.0,,,,2024-07-12T15:55:34.113+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
97,192468,WHS3_57,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2004,,,,,,,141,141.0,,,,2024-07-12T15:55:34.113+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
98,192571,WHS3_57,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,,,2011,,,,,,,8,8.0,,,,2024-07-12T15:55:34.113+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
99,195336,WHS3_57,COUNTRY,MDV,SEAR,YEAR,South-East Asia,,,2015,,,,,,,3,3.0,,,,2024-07-12T15:55:34.113+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
100,196640,WHS3_57,COUNTRY,LAO,WPR,YEAR,Western Pacific,,,2015,,,,,,,45,45.0,,,,2024-07-12T15:55:34.113+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
101,197655,WHS3_57,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,2003,,,,,,,1750,1750.0,,,,2024-07-12T15:55:34.113+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
102,198321,WHS3_57,COUNTRY,CHL,AMR,YEAR,Americas,,,2004,,,,,,,3,3.0,,,,2024-07-12T15:55:34.113+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
103,204618,WHS3_57,COUNTRY,DMA,AMR,YEAR,Americas,,,2013,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
104,206237,WHS3_57,COUNTRY,ISL,EUR,YEAR,Europe,,,2013,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
105,206969,WHS3_57,COUNTRY,TUV,WPR,YEAR,Western Pacific,,,2011,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
106,207106,WHS3_57,COUNTRY,GAB,AFR,YEAR,Africa,,,2000,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
107,208741,WHS3_57,COUNTRY,HRV,EUR,YEAR,Europe,,,2003,,,,,,,2,2.0,,,,2024-07-12T15:55:34.113+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
108,216897,WHS3_57,COUNTRY,FSM,WPR,YEAR,Western Pacific,,,2019,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
109,218350,WHS3_57,COUNTRY,GIN,AFR,YEAR,Africa,,,2001,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
110,225948,WHS3_57,COUNTRY,TLS,SEAR,YEAR,South-East Asia,,,2008,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
111,227354,WHS3_57,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,,,2016,,,,,,,19,19.0,,,,2024-07-12T15:55:34.113+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
112,228154,WHS3_57,COUNTRY,NOR,EUR,YEAR,Europe,,,2023,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
113,228661,WHS3_57,COUNTRY,HTI,AMR,YEAR,Americas,,,2021,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
114,228706,WHS3_57,COUNTRY,SUR,AMR,YEAR,Americas,,,2003,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
115,228716,WHS3_57,COUNTRY,GEO,EUR,YEAR,Europe,,,2012,,,,,,,75,75.0,,,,2024-07-12T15:55:34.113+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
116,230492,WHS3_57,COUNTRY,ABW,AMR,YEAR,Americas,,,2019,,,,,,,0,0.0,,,,2024-07-12T15:55:34.113+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
117,230692,WHS3_57,COUNTRY,GRC,EUR,YEAR,Europe,,,2009,,,,,,,4,4.0,,,,2024-07-12T15:55:34.113+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
118,230751,WHS3_57,COUNTRY,COL,AMR,YEAR,Americas,,,1998,,,,,,,1906,1906.0,,,,2024-07-12T15:55:34.113+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
119,231088,WHS3_57,COUNTRY,ITA,EUR,YEAR,Europe,,,2018,,,,,,,21,21.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
120,232635,WHS3_57,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,,2018,,,,,,,712,712.0,,,,2024-07-12T15:55:34.113+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
121,240592,WHS3_57,COUNTRY,TJK,EUR,YEAR,Europe,,,2008,,,,,,,124,124.0,,,,2024-07-12T15:55:34.113+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
