,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1984,7145363,CHOLERA_0000000001,COUNTRY,FRA,YEAR,EUR,Europe,,,2000,,,,,,,5,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1985,7150500,CHOLERA_0000000001,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,1965,,,,,,,207,,,,,2013-06-11T14:04:28+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
1986,7152799,CHOLERA_0000000001,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,,1980,,,,,,,2,,,,,2013-06-11T14:04:28+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1987,7157597,CHOLERA_0000000001,COUNTRY,MLI,YEAR,AFR,Africa,,,2000,,,,,,,1885,,,,,2013-06-11T14:04:28+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1988,7171904,CHOLERA_0000000001,COUNTRY,NER,YEAR,AFR,Africa,,,1996,,,,,,,3957,,,,,2013-06-11T14:04:28+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1989,7178222,CHOLERA_0000000001,COUNTRY,COD,YEAR,AFR,Africa,,,1990,,,,,,,468,,,,,2013-06-11T14:04:28+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1990,7187563,CHOLERA_0000000001,COUNTRY,BEL,YEAR,EUR,Europe,,,1983,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
1991,7188731,CHOLERA_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,1952,,,,,,,21154,,,,,2013-06-11T14:04:28+02:00,1952,1952-01-01T00:00:00+01:00,1952-12-31T00:00:00+01:00
1992,7189433,CHOLERA_0000000001,COUNTRY,AGO,YEAR,AFR,Africa,,,1971,,,,,,,1,,,,,2013-06-11T14:04:28+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
1993,7193905,CHOLERA_0000000001,COUNTRY,MOZ,YEAR,AFR,Africa,,,2013,,,,,,,1869,1869.0,,,,2014-08-29T13:48:45+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1994,7197860,CHOLERA_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,1989,,,,,,,94,,,,,2013-06-11T14:04:28+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
