,Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
0,1610386,MALARIA_CONF_CASES,COUNTRY,GMB,AFR,YEAR,Africa,,2018,,,,,,,,87 448,87448.0,,,,2023-05-10T14:48:00+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1,11,MALARIA_CONF_CASES,COUNTRY,LBR,AFR,YEAR,Africa,,2007,,,,,,,,492 272,492272.0,,,,2023-05-10T14:47:54+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2,1465,MALARIA_CONF_CASES,COUNTRY,PNG,WPR,YEAR,Western Pacific,,2020,,,,,,,,750 254,750254.0,,,,2023-05-10T14:48:23+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3,2971,MALARIA_CONF_CASES,COUNTRY,SUR,AMR,YEAR,Americas,,2006,,,,,,,,3 289,3289.0,,,,2023-05-10T14:48:08+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4,5175,MALARIA_CONF_CASES,COUNTRY,BRA,AMR,YEAR,Americas,,2001,,,,,,,,388 303,388303.0,,,,2023-05-10T14:48:21+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5,6164,MALARIA_CONF_CASES,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,2016,,,,,,,,27 737,27737.0,,,,2023-05-10T14:48:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6,8467,MALARIA_CONF_CASES,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2002,,,,,,,,22 831,22831.0,,,,2023-05-10T14:47:57+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7,9812,MALARIA_CONF_CASES,COUNTRY,NER,AFR,YEAR,Africa,,2018,,,,,,,,3 046 450,3046450.0,,,,2023-05-10T14:48:15+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8,14060,MALARIA_CONF_CASES,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,,2001,,,,,,,,203 491,203491.0,,,,2023-05-10T14:47:55+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9,16523,MALARIA_CONF_CASES,COUNTRY,TJK,EUR,YEAR,Europe,,2016,,,,,,,,1,1.0,,,,2023-05-10T14:48:23+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
10,18106,MALARIA_CONF_CASES,COUNTRY,SUR,AMR,YEAR,Americas,,2015,,,,,,,,376,376.0,,,,2023-05-10T14:48:17+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
11,18330,MALARIA_CONF_CASES,COUNTRY,GMB,AFR,YEAR,Africa,,2011,,,,,,,,268 020,268020.0,,,,2023-05-10T14:48:08+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
12,28062,MALARIA_CONF_CASES,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,2005,,,,,,,,0,0.0,,,,2023-05-10T14:48:03+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
13,29448,MALARIA_CONF_CASES,REGION,WPR,,YEAR,,,2018,,,,,,,,664 875,664875.0,,,,2023-05-10T14:48:14+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
14,30057,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2018,,,,,,,,47,47.0,,,,2023-05-10T14:48:14+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
15,35951,MALARIA_CONF_CASES,COUNTRY,ARM,EUR,YEAR,Europe,,2017,,,,,,,,2,2.0,,,,2023-05-10T14:48:08+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
16,44265,MALARIA_CONF_CASES,COUNTRY,CPV,AFR,YEAR,Africa,,2005,,,,,,,,68,68.0,,,,2023-05-10T14:48:07+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
17,48026,MALARIA_CONF_CASES,COUNTRY,BFA,AFR,YEAR,Africa,,2011,,,,,,,,428 113,428113.0,,,,2023-05-10T14:48:17+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
18,55793,MALARIA_CONF_CASES,COUNTRY,ZAF,AFR,YEAR,Africa,,2010,,,,,,,,8 060,8060.0,,,,2023-05-10T14:48:19+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
19,57122,MALARIA_CONF_CASES,COUNTRY,MOZ,AFR,YEAR,Africa,,2017,,,,,,,,9 892 601,9892601.0,,,,2023-05-10T14:47:59+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
20,68315,MALARIA_CONF_CASES,COUNTRY,BWA,AFR,YEAR,Africa,,2021,,,,,,,,729,729.0,,,,2023-05-10T14:48:09+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
21,71817,MALARIA_CONF_CASES,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,2021,,,,,,,,399 097,399097.0,,,,2023-05-10T14:48:07+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
22,74604,MALARIA_CONF_CASES,COUNTRY,COD,AFR,YEAR,Africa,,2012,,,,,,,,4 791 598,4791598.0,,,,2023-05-10T14:48:09+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
23,77725,MALARIA_CONF_CASES,COUNTRY,BWA,AFR,YEAR,Africa,,2004,,,,,,,,198,198.0,,,,2023-05-10T14:48:11+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
24,84557,MALARIA_CONF_CASES,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,2020,,,,,,,,164 066,164066.0,,,,2023-05-10T14:48:13+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
25,85603,MALARIA_CONF_CASES,COUNTRY,UZB,EUR,YEAR,Europe,,2001,,,,,,,,145,145.0,,,,2023-05-10T14:48:21+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
26,86573,MALARIA_CONF_CASES,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,2011,,,,,,,,3 414,3414.0,,,,2023-05-10T14:48:18+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
27,90079,MALARIA_CONF_CASES,COUNTRY,GTM,AMR,YEAR,Americas,,2014,,,,,,,,4 931,4931.0,,,,2023-05-10T14:48:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
28,93978,MALARIA_CONF_CASES,COUNTRY,MOZ,AFR,YEAR,Africa,,2011,,,,,,,,1 756 874,1756874.0,,,,2023-05-10T14:48:18+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
29,98348,MALARIA_CONF_CASES,COUNTRY,COL,AMR,YEAR,Americas,,2013,,,,,,,,51 722,51722.0,,,,2023-05-10T14:48:09+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
30,101992,MALARIA_CONF_CASES,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2009,,,,,,,,65 000,65000.0,,,,2023-05-10T14:48:00+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
31,104452,MALARIA_CONF_CASES,COUNTRY,GNQ,AFR,YEAR,Africa,,2012,,,,,,,,15 169,15169.0,,,,2023-05-10T14:48:01+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
32,106481,MALARIA_CONF_CASES,REGION,EMR,,YEAR,,,2002,,,,,,,,913 913,913913.0,,,,2023-05-10T14:48:24+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
33,114567,MALARIA_CONF_CASES,COUNTRY,ECU,AMR,YEAR,Americas,,2015,,,,,,,,686,686.0,,,,2023-05-10T14:48:12+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
34,114872,MALARIA_CONF_CASES,COUNTRY,SSD,AFR,YEAR,Africa,,2020,,,,,,,,661 922,661922.0,,,,2023-05-10T14:48:22+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
35,115779,MALARIA_CONF_CASES,REGION,EMR,,YEAR,,,2015,,,,,,,,1 025 681,1025681.0,,,,2023-05-10T14:48:11+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
36,120077,MALARIA_CONF_CASES,COUNTRY,TUR,EUR,YEAR,Europe,,2018,,,,,,,,238,238.0,,,,2023-05-10T14:47:59+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
37,125640,MALARIA_CONF_CASES,GLOBAL,GLOBAL,,YEAR,,,2013,,,,,,,,50 084 597,50084597.0,,,,2023-05-10T14:48:05+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
38,128076,MALARIA_CONF_CASES,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,2004,,,,,,,,48 756,48756.0,,,,2023-05-10T14:48:04+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
39,129477,MALARIA_CONF_CASES,COUNTRY,MEX,AMR,YEAR,Americas,,2001,,,,,,,,4 996,4996.0,,,,2023-05-10T14:48:22+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
40,129602,MALARIA_CONF_CASES,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,2020,,,,,,,,276,276.0,,,,2023-05-10T14:48:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
41,133311,MALARIA_CONF_CASES,COUNTRY,ARM,EUR,YEAR,Europe,,2002,,,,,,,,88,88.0,,,,2023-05-10T14:48:24+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
42,134986,MALARIA_CONF_CASES,REGION,EMR,,YEAR,,,2001,,,,,,,,404 048,404048.0,,,,2023-05-10T14:48:07+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
43,141829,MALARIA_CONF_CASES,REGION,EUR,,YEAR,,,2000,,,,,,,,32 797,32797.0,,,,2023-05-10T14:48:21+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
44,142556,MALARIA_CONF_CASES,COUNTRY,MWI,AFR,YEAR,Africa,,2018,,,,,,,,5 865 476,5865476.0,,,,2023-05-10T14:48:03+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
45,144690,MALARIA_CONF_CASES,COUNTRY,GUY,AMR,YEAR,Americas,,2014,,,,,,,,12 354,12354.0,,,,2023-05-10T14:48:02+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
46,147381,MALARIA_CONF_CASES,COUNTRY,HND,AMR,YEAR,Americas,,2008,,,,,,,,8 368,8368.0,,,,2023-05-10T14:48:15+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
47,151076,MALARIA_CONF_CASES,COUNTRY,BLZ,AMR,YEAR,Americas,,2008,,,,,,,,540,540.0,,,,2023-05-10T14:48:10+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
48,155436,MALARIA_CONF_CASES,COUNTRY,NGA,AFR,YEAR,Africa,,2017,,,,,,,,13 087 878,13087878.0,,,,2023-05-10T14:48:18+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
49,156141,MALARIA_CONF_CASES,COUNTRY,SLE,AFR,YEAR,Africa,,2015,,,,,,,,1 483 376,1483376.0,,,,2023-05-10T14:48:24+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
50,158065,MALARIA_CONF_CASES,COUNTRY,NAM,AFR,YEAR,Africa,,2013,,,,,,,,4 775,4775.0,,,,2023-05-10T14:48:07+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
51,162471,MALARIA_CONF_CASES,COUNTRY,COL,AMR,YEAR,Americas,,2008,,,,,,,,79 230,79230.0,,,,2023-05-10T14:48:00+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
52,165884,MALARIA_CONF_CASES,COUNTRY,ETH,AFR,YEAR,Africa,,2015,,,,,,,,1 867 059,1867059.0,,,,2023-05-10T14:48:21+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
53,173877,MALARIA_CONF_CASES,COUNTRY,CIV,AFR,YEAR,Africa,,2001,,,,,,,,11 936,11936.0,,,,2023-05-10T14:48:01+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
54,178870,MALARIA_CONF_CASES,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,2019,,,,,,,,710,710.0,,,,2023-05-10T14:48:12+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
55,181037,MALARIA_CONF_CASES,COUNTRY,COG,AFR,YEAR,Africa,,2015,,,,,,,,51 529,51529.0,,,,2023-05-10T14:48:23+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
56,187682,MALARIA_CONF_CASES,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,,2015,,,,,,,,510,510.0,,,,2023-05-10T14:48:21+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
57,188053,MALARIA_CONF_CASES,COUNTRY,NIC,AMR,YEAR,Americas,,2021,,,,,,,,23 323,23323.0,,,,2023-05-10T14:48:04+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
58,190094,MALARIA_CONF_CASES,COUNTRY,VUT,WPR,YEAR,Western Pacific,,2002,,,,,,,,14 339,14339.0,,,,2023-05-10T14:48:01+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
59,193327,MALARIA_CONF_CASES,COUNTRY,ERI,AFR,YEAR,Africa,,2012,,,,,,,,21 815,21815.0,,,,2023-05-10T14:48:13+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
60,199264,MALARIA_CONF_CASES,COUNTRY,PNG,WPR,YEAR,Western Pacific,,2008,,,,,,,,84 452,84452.0,,,,2023-05-10T14:48:11+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
61,203001,MALARIA_CONF_CASES,COUNTRY,UZB,EUR,YEAR,Europe,,2008,,,,,,,,34,34.0,,,,2023-05-10T14:48:21+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
62,212786,MALARIA_CONF_CASES,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,2002,,,,,,,,6 511,6511.0,,,,2023-05-10T14:47:58+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
63,213630,MALARIA_CONF_CASES,COUNTRY,CAF,AFR,YEAR,Africa,,2012,,,,,,,,87 566,87566.0,,,,2023-05-10T14:48:06+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
64,213987,MALARIA_CONF_CASES,COUNTRY,DZA,AFR,YEAR,Africa,,2005,,,,,,,,299,299.0,,,,2023-05-10T14:47:54+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
65,221203,MALARIA_CONF_CASES,COUNTRY,NGA,AFR,YEAR,Africa,,2010,,,,,,,,551 187,551187.0,,,,2023-05-10T14:48:09+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
66,221371,MALARIA_CONF_CASES,COUNTRY,KGZ,EUR,YEAR,Europe,,2020,,,,,,,,0,0.0,,,,2023-05-10T14:48:19+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
67,224962,MALARIA_CONF_CASES,COUNTRY,DZA,AFR,YEAR,Africa,,2003,,,,,,,,427,427.0,,,,2023-05-10T14:48:15+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
68,225329,MALARIA_CONF_CASES,COUNTRY,GTM,AMR,YEAR,Americas,,2005,,,,,,,,39 751,39751.0,,,,2023-05-10T14:48:23+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
69,225376,MALARIA_CONF_CASES,COUNTRY,PRY,AMR,YEAR,Americas,,2007,,,,,,,,1 341,1341.0,,,,2023-05-10T14:48:11+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
70,226007,MALARIA_CONF_CASES,COUNTRY,TKM,EUR,YEAR,Europe,,2012,,,,,,,,0,0.0,,,,2023-05-10T14:48:21+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
71,227510,MALARIA_CONF_CASES,COUNTRY,SLE,AFR,YEAR,Africa,,2020,,,,,,,,725 006,725006.0,,,,2023-05-10T14:47:57+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
72,229388,MALARIA_CONF_CASES,COUNTRY,GIN,AFR,YEAR,Africa,,2017,,,,,,,,1 335 323,1335323.0,,,,2023-05-10T14:48:08+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
73,234869,MALARIA_CONF_CASES,COUNTRY,RWA,AFR,YEAR,Africa,,2011,,,,,,,,273 293,273293.0,,,,2023-05-10T14:48:01+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
74,235999,MALARIA_CONF_CASES,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,2019,,,,,,,,1 869,1869.0,,,,2023-05-10T14:48:12+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
75,237723,MALARIA_CONF_CASES,COUNTRY,TUR,EUR,YEAR,Europe,,2011,,,,,,,,132,132.0,,,,2023-05-10T14:47:59+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
76,239846,MALARIA_CONF_CASES,COUNTRY,BWA,AFR,YEAR,Africa,,2015,,,,,,,,332,332.0,,,,2023-05-10T14:48:13+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
77,240015,MALARIA_CONF_CASES,COUNTRY,COL,AMR,YEAR,Americas,,2009,,,,,,,,79 347,79347.0,,,,2023-05-10T14:48:00+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
78,242450,MALARIA_CONF_CASES,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,2004,,,,,,,,13,13.0,,,,2023-05-10T14:48:07+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
79,243666,MALARIA_CONF_CASES,COUNTRY,COM,AFR,YEAR,Africa,,2003,,,,,,,,867 398,867398.0,,,,2023-05-10T14:48:14+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
80,244383,MALARIA_CONF_CASES,COUNTRY,VNM,WPR,YEAR,Western Pacific,,2007,,,,,,,,16 389,16389.0,,,,2023-05-10T14:47:57+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
81,244595,MALARIA_CONF_CASES,COUNTRY,LBR,AFR,YEAR,Africa,,2019,,,,,,,,915 845,915845.0,,,,2023-05-10T14:48:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
82,246690,MALARIA_CONF_CASES,COUNTRY,NGA,AFR,YEAR,Africa,,2015,,,,,,,,8 068 583,8068583.0,,,,2023-05-10T14:48:09+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
83,247632,MALARIA_CONF_CASES,COUNTRY,SUR,AMR,YEAR,Americas,,2018,,,,,,,,235,235.0,,,,2023-05-10T14:48:02+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
84,247968,MALARIA_CONF_CASES,COUNTRY,NIC,AMR,YEAR,Americas,,2016,,,,,,,,6 284,6284.0,,,,2023-05-10T14:48:00+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
85,253090,MALARIA_CONF_CASES,COUNTRY,ERI,AFR,YEAR,Africa,,2001,,,,,,,,9 716,9716.0,,,,2023-05-10T14:48:20+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
86,255555,MALARIA_CONF_CASES,COUNTRY,BWA,AFR,YEAR,Africa,,2016,,,,,,,,723,723.0,,,,2023-05-10T14:48:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
87,259127,MALARIA_CONF_CASES,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,2005,,,,,,,,48 121,48121.0,,,,2023-05-10T14:48:17+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
88,262995,MALARIA_CONF_CASES,COUNTRY,COG,AFR,YEAR,Africa,,2017,,,,,,,,127 939,127939.0,,,,2023-05-10T14:47:56+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
89,263945,MALARIA_CONF_CASES,COUNTRY,PAN,AMR,YEAR,Americas,,2018,,,,,,,,715,715.0,,,,2023-05-10T14:48:04+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
90,263948,MALARIA_CONF_CASES,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,2016,,,,,,,,3 849,3849.0,,,,2023-05-10T14:48:25+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
91,266338,MALARIA_CONF_CASES,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,2011,,,,,,,,2 788,2788.0,,,,2023-05-10T14:48:13+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
92,277514,MALARIA_CONF_CASES,COUNTRY,UZB,EUR,YEAR,Europe,,2014,,,,,,,,1,1.0,,,,2023-05-10T14:48:23+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
93,278699,MALARIA_CONF_CASES,COUNTRY,CIV,AFR,YEAR,Africa,,2009,,,,,,,,7 388,7388.0,,,,2023-05-10T14:48:11+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
94,296680,MALARIA_CONF_CASES,COUNTRY,PER,AMR,YEAR,Americas,,2013,,,,,,,,48 719,48719.0,,,,2023-05-10T14:48:02+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
95,306776,MALARIA_CONF_CASES,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,2007,,,,,,,,2 864,2864.0,,,,2023-05-10T14:47:54+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
96,309578,MALARIA_CONF_CASES,COUNTRY,GNQ,AFR,YEAR,Africa,,2011,,,,,,,,22 466,22466.0,,,,2023-05-10T14:48:11+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
97,310530,MALARIA_CONF_CASES,COUNTRY,PAN,AMR,YEAR,Americas,,2019,,,,,,,,1 597,1597.0,,,,2023-05-10T14:48:19+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
98,311270,MALARIA_CONF_CASES,COUNTRY,ETH,AFR,YEAR,Africa,,2019,,,,,,,,904 495,904495.0,,,,2023-05-10T14:48:03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
99,311962,MALARIA_CONF_CASES,COUNTRY,PAN,AMR,YEAR,Americas,,2020,,,,,,,,2 203,2203.0,,,,2023-05-10T14:48:04+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
100,319192,MALARIA_CONF_CASES,COUNTRY,GHA,AFR,YEAR,Africa,,2015,,,,,,,,5 657 096,5657096.0,,,,2023-05-10T14:47:55+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
101,321104,MALARIA_CONF_CASES,COUNTRY,AZE,EUR,YEAR,Europe,,2017,,,,,,,,1,1.0,,,,2023-05-10T14:48:22+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
102,325350,MALARIA_CONF_CASES,COUNTRY,VNM,WPR,YEAR,Western Pacific,,2015,,,,,,,,9 331,9331.0,,,,2023-05-10T14:48:19+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
103,328964,MALARIA_CONF_CASES,COUNTRY,GNB,AFR,YEAR,Africa,,2009,,,,,,,,11 757,11757.0,,,,2023-05-10T14:48:08+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
104,330980,MALARIA_CONF_CASES,COUNTRY,GUY,AMR,YEAR,Americas,,2018,,,,,,,,17 038,17038.0,,,,2023-05-10T14:47:59+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
105,332993,MALARIA_CONF_CASES,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,2019,,,,,,,,2 152,2152.0,,,,2023-05-10T14:48:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
106,334579,MALARIA_CONF_CASES,COUNTRY,TCD,AFR,YEAR,Africa,,2002,,,,,,,,43 933,43933.0,,,,2023-05-10T14:47:58+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
107,338384,MALARIA_CONF_CASES,COUNTRY,TGO,AFR,YEAR,Africa,,2013,,,,,,,,965 832,965832.0,,,,2023-05-10T14:47:59+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
108,340337,MALARIA_CONF_CASES,COUNTRY,BOL,AMR,YEAR,Americas,,2010,,,,,,,,13 769,13769.0,,,,2023-05-10T14:48:10+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
109,346275,MALARIA_CONF_CASES,COUNTRY,ERI,AFR,YEAR,Africa,,2009,,,,,,,,11 759,11759.0,,,,2023-05-10T14:47:57+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
110,347105,MALARIA_CONF_CASES,COUNTRY,CAF,AFR,YEAR,Africa,,2017,,,,,,,,411 913,411913.0,,,,2023-05-10T14:48:22+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
111,347590,MALARIA_CONF_CASES,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,2011,,,,,,,,1 531,1531.0,,,,2023-05-10T14:48:08+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
112,351312,MALARIA_CONF_CASES,COUNTRY,COG,AFR,YEAR,Africa,,2014,,,,,,,,66 323,66323.0,,,,2023-05-10T14:48:13+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
113,354722,MALARIA_CONF_CASES,COUNTRY,ARM,EUR,YEAR,Europe,,2014,,,,,,,,1,1.0,,,,2023-05-10T14:48:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
