,Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
668,2235185,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2005,,,,,,,,500,500.0,,,,2023-05-10T14:48:03+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
669,2237831,MALARIA_CONF_CASES,COUNTRY,ZWE,AFR,YEAR,Africa,,2008,,,,,,,,16 394,16394.0,,,,2023-05-10T14:48:04+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
670,2237842,MALARIA_CONF_CASES,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,2014,,,,,,,,1 499,1499.0,,,,2023-05-10T14:48:12+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
671,2238945,MALARIA_CONF_CASES,REGION,WPR,,YEAR,,,2003,,,,,,,,381 257,381257.0,,,,2023-05-10T14:48:02+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
672,2242587,MALARIA_CONF_CASES,GLOBAL,GLOBAL,,YEAR,,,2012,,,,,,,,42 884 688,42884688.0,,,,2023-05-10T14:48:21+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
673,2243814,MALARIA_CONF_CASES,COUNTRY,VNM,WPR,YEAR,Western Pacific,,2020,,,,,,,,1 422,1422.0,,,,2023-05-10T14:48:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
674,2243896,MALARIA_CONF_CASES,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2018,,,,,,,,4 641,4641.0,,,,2023-05-10T14:48:18+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
675,2245725,MALARIA_CONF_CASES,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,2000,,,,,,,,90 582,90582.0,,,,2023-05-10T14:47:58+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
676,2250002,MALARIA_CONF_CASES,COUNTRY,MDG,AFR,YEAR,Africa,,2003,,,,,,,,6 909,6909.0,,,,2023-05-10T14:48:04+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
677,2254179,MALARIA_CONF_CASES,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,2016,,,,,,,,13 822,13822.0,,,,2023-05-10T14:48:17+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
678,2256192,MALARIA_CONF_CASES,COUNTRY,HTI,AMR,YEAR,Americas,,2021,,,,,,,,9 513,9513.0,,,,2023-05-10T14:48:24+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
679,2256578,MALARIA_CONF_CASES,COUNTRY,ZWE,AFR,YEAR,Africa,,2011,,,,,,,,321 901,321901.0,,,,2023-05-10T14:48:02+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
680,2257829,MALARIA_CONF_CASES,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,2009,,,,,,,,39,39.0,,,,2023-05-10T14:47:59+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
681,2258148,MALARIA_CONF_CASES,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,2008,,,,,,,,36 905,36905.0,,,,2023-05-10T14:48:18+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
682,2259325,MALARIA_CONF_CASES,COUNTRY,GIN,AFR,YEAR,Africa,,2020,,,,,,,,2 008 976,2008976.0,,,,2023-05-10T14:48:25+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
683,2269198,MALARIA_CONF_CASES,COUNTRY,RWA,AFR,YEAR,Africa,,2010,,,,,,,,669 322,669322.0,,,,2023-05-10T14:48:03+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
684,2269696,MALARIA_CONF_CASES,COUNTRY,SEN,AFR,YEAR,Africa,,2005,,,,,,,,14 132,14132.0,,,,2023-05-10T14:48:00+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
685,2275118,MALARIA_CONF_CASES,COUNTRY,ETH,AFR,YEAR,Africa,,2014,,,,,,,,2 118 815,2118815.0,,,,2023-05-10T14:48:02+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
686,2283044,MALARIA_CONF_CASES,COUNTRY,BDI,AFR,YEAR,Africa,,2003,,,,,,,,353 459,353459.0,,,,2023-05-10T14:48:19+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
687,2286242,MALARIA_CONF_CASES,COUNTRY,TJK,EUR,YEAR,Europe,,2019,,,,,,,,3,3.0,,,,2023-05-10T14:48:11+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
688,2288293,MALARIA_CONF_CASES,COUNTRY,SWZ,AFR,YEAR,Africa,,2015,,,,,,,,475,475.0,,,,2023-05-10T14:48:07+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
689,2292591,MALARIA_CONF_CASES,COUNTRY,TZA,AFR,YEAR,Africa,,2003,,,,,,,,1 992 319,1992319.0,,,,2023-05-10T14:48:21+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
690,2296222,MALARIA_CONF_CASES,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2020,,,,,,,,105 295,105295.0,,,,2023-05-10T14:48:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
691,2304178,MALARIA_CONF_CASES,COUNTRY,STP,AFR,YEAR,Africa,,2007,,,,,,,,2 421,2421.0,,,,2023-05-10T14:48:10+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
692,2310724,MALARIA_CONF_CASES,COUNTRY,ZWE,AFR,YEAR,Africa,,2005,,,,,,,,18 954,18954.0,,,,2023-05-10T14:48:22+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
693,2321532,MALARIA_CONF_CASES,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,2020,,,,,,,,915,915.0,,,,2023-05-10T14:48:05+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
694,2321719,MALARIA_CONF_CASES,COUNTRY,PAN,AMR,YEAR,Americas,,2013,,,,,,,,705,705.0,,,,2023-05-10T14:48:25+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
695,2321994,MALARIA_CONF_CASES,COUNTRY,CHN,WPR,YEAR,Western Pacific,,2020,,,,,,,,1 051,1051.0,,,,2023-05-10T14:48:06+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
696,2322220,MALARIA_CONF_CASES,COUNTRY,HND,AMR,YEAR,Americas,,2016,,,,,,,,4 097,4097.0,,,,2023-05-10T14:48:24+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
697,2326682,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2013,,,,,,,,82,82.0,,,,2023-05-10T14:48:07+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
698,2327088,MALARIA_CONF_CASES,COUNTRY,ZWE,AFR,YEAR,Africa,,2016,,,,,,,,316 989,316989.0,,,,2023-05-10T14:48:03+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
699,2327266,MALARIA_CONF_CASES,COUNTRY,SLE,AFR,YEAR,Africa,,2016,,,,,,,,1 775 306,1775306.0,,,,2023-05-10T14:48:21+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
700,2336234,MALARIA_CONF_CASES,COUNTRY,HTI,AMR,YEAR,Americas,,2014,,,,,,,,17 696,17696.0,,,,2023-05-10T14:48:20+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
701,2336302,MALARIA_CONF_CASES,COUNTRY,BOL,AMR,YEAR,Americas,,2007,,,,,,,,14 610,14610.0,,,,2023-05-10T14:48:05+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
702,2336773,MALARIA_CONF_CASES,COUNTRY,ZAF,AFR,YEAR,Africa,,2006,,,,,,,,12 098,12098.0,,,,2023-05-10T14:48:10+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
703,2339815,MALARIA_CONF_CASES,COUNTRY,ZAF,AFR,YEAR,Africa,,2011,,,,,,,,9 866,9866.0,,,,2023-05-10T14:48:10+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
704,2346622,MALARIA_CONF_CASES,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,,2018,,,,,,,,25 319,25319.0,,,,2023-05-10T14:48:19+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
705,2347688,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2009,,,,,,,,352,352.0,,,,2023-05-10T14:48:13+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
706,2356852,MALARIA_CONF_CASES,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2012,,,,,,,,54 840,54840.0,,,,2023-05-10T14:48:10+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
707,2362582,MALARIA_CONF_CASES,COUNTRY,COG,AFR,YEAR,Africa,,2020,,,,,,,,91 538,91538.0,,,,2023-05-10T14:48:18+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
708,2365235,MALARIA_CONF_CASES,COUNTRY,SLV,AMR,YEAR,Americas,,2013,,,,,,,,7,7.0,,,,2023-05-10T14:48:10+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
709,2371537,MALARIA_CONF_CASES,COUNTRY,CHN,WPR,YEAR,Western Pacific,,2012,,,,,,,,2 603,2603.0,,,,2023-05-10T14:47:55+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
710,2372560,MALARIA_CONF_CASES,COUNTRY,PER,AMR,YEAR,Americas,,2018,,,,,,,,45 619,45619.0,,,,2023-05-10T14:48:10+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
711,2375540,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2011,,,,,,,,92,92.0,,,,2023-05-10T14:48:25+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
712,2376121,MALARIA_CONF_CASES,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,2015,,,,,,,,2,2.0,,,,2023-05-10T14:48:21+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
713,2376692,MALARIA_CONF_CASES,COUNTRY,IDN,SEAR,YEAR,South-East Asia,,2013,,,,,,,,343 527,343527.0,,,,2023-05-10T14:47:59+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
714,2378816,MALARIA_CONF_CASES,COUNTRY,PAN,AMR,YEAR,Americas,,2009,,,,,,,,778,778.0,,,,2023-05-10T14:48:19+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
715,2380303,MALARIA_CONF_CASES,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2000,,,,,,,,94 475,94475.0,,,,2023-05-10T14:48:17+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
716,2385137,MALARIA_CONF_CASES,COUNTRY,SLB,WPR,YEAR,Western Pacific,,2010,,,,,,,,39 704,39704.0,,,,2023-05-10T14:47:55+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
717,2388281,MALARIA_CONF_CASES,REGION,WPR,,YEAR,,,2020,,,,,,,,853 678,853678.0,,,,2023-05-10T14:48:01+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
718,2390707,MALARIA_CONF_CASES,COUNTRY,PRY,AMR,YEAR,Americas,,2016,,,,,,,,10,10.0,,,,2023-05-10T14:47:55+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
719,2400919,MALARIA_CONF_CASES,COUNTRY,KHM,WPR,YEAR,Western Pacific,,2021,,,,,,,,4 382,4382.0,,,,2023-05-10T14:48:16+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
720,2401831,MALARIA_CONF_CASES,COUNTRY,SLE,AFR,YEAR,Africa,,2010,,,,,,,,934 028,934028.0,,,,2023-05-10T14:48:24+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
721,2412497,MALARIA_CONF_CASES,COUNTRY,THA,SEAR,YEAR,South-East Asia,,2011,,,,,,,,24 897,24897.0,,,,2023-05-10T14:48:20+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
722,2415036,MALARIA_CONF_CASES,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,2013,,,,,,,,7 407,7407.0,,,,2023-05-10T14:48:14+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
723,2415673,MALARIA_CONF_CASES,COUNTRY,CAF,AFR,YEAR,Africa,,2016,,,,,,,,1 239 317,1239317.0,,,,2023-05-10T14:47:55+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
724,2418518,MALARIA_CONF_CASES,COUNTRY,HND,AMR,YEAR,Americas,,2017,,,,,,,,1 283,1283.0,,,,2023-05-10T14:48:10+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
725,2418810,MALARIA_CONF_CASES,COUNTRY,TGO,AFR,YEAR,Africa,,2016,,,,,,,,1 746 334,1746334.0,,,,2023-05-10T14:48:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
726,2419026,MALARIA_CONF_CASES,COUNTRY,MEX,AMR,YEAR,Americas,,2007,,,,,,,,2 361,2361.0,,,,2023-05-10T14:47:56+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
727,2423817,MALARIA_CONF_CASES,COUNTRY,BDI,AFR,YEAR,Africa,,2021,,,,,,,,6 615 714,6615714.0,,,,2023-05-10T14:47:59+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
728,2428158,MALARIA_CONF_CASES,COUNTRY,KEN,AFR,YEAR,Africa,,2014,,,,,,,,2 851 555,2851555.0,,,,2023-05-10T14:48:17+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
729,2436805,MALARIA_CONF_CASES,COUNTRY,UZB,EUR,YEAR,Europe,,2010,,,,,,,,6,6.0,,,,2023-05-10T14:47:57+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
730,2437442,MALARIA_CONF_CASES,COUNTRY,IDN,SEAR,YEAR,South-East Asia,,2011,,,,,,,,422 447,422447.0,,,,2023-05-10T14:48:17+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
731,2437733,MALARIA_CONF_CASES,COUNTRY,AZE,EUR,YEAR,Europe,,2020,,,,,,,,0,0.0,,,,2023-05-10T14:48:07+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
732,2445155,MALARIA_CONF_CASES,COUNTRY,NIC,AMR,YEAR,Americas,,2004,,,,,,,,6 897,6897.0,,,,2023-05-10T14:47:58+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
733,2448905,MALARIA_CONF_CASES,COUNTRY,IDN,SEAR,YEAR,South-East Asia,,2015,,,,,,,,217 025,217025.0,,,,2023-05-10T14:48:17+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
734,2449474,MALARIA_CONF_CASES,COUNTRY,ARG,AMR,YEAR,Americas,,2004,,,,,,,,116,116.0,,,,2023-05-10T14:47:56+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
735,2456274,MALARIA_CONF_CASES,COUNTRY,KHM,WPR,YEAR,Western Pacific,,2003,,,,,,,,74 456,74456.0,,,,2023-05-10T14:48:21+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
736,2459197,MALARIA_CONF_CASES,COUNTRY,DOM,AMR,YEAR,Americas,,2015,,,,,,,,661,661.0,,,,2023-05-10T14:47:56+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
737,2469514,MALARIA_CONF_CASES,COUNTRY,KOR,WPR,YEAR,Western Pacific,,2002,,,,,,,,1 799,1799.0,,,,2023-05-10T14:48:23+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
738,2470620,MALARIA_CONF_CASES,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,2019,,,,,,,,173 860,173860.0,,,,2023-05-10T14:47:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
739,2472046,MALARIA_CONF_CASES,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,2007,,,,,,,,15 712,15712.0,,,,2023-05-10T14:48:08+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
740,2475311,MALARIA_CONF_CASES,COUNTRY,TKM,EUR,YEAR,Europe,,2014,,,,,,,,0,0.0,,,,2023-05-10T14:48:03+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
741,2482590,MALARIA_CONF_CASES,COUNTRY,MDG,AFR,YEAR,Africa,,2015,,,,,,,,939 657,939657.0,,,,2023-05-10T14:47:58+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
742,2482951,MALARIA_CONF_CASES,COUNTRY,LAO,WPR,YEAR,Western Pacific,,2020,,,,,,,,3 498,3498.0,,,,2023-05-10T14:48:00+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
743,2486827,MALARIA_CONF_CASES,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,2017,,,,,,,,939,939.0,,,,2023-05-10T14:48:05+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
744,2490001,MALARIA_CONF_CASES,COUNTRY,TGO,AFR,YEAR,Africa,,2014,,,,,,,,1 524 339,1524339.0,,,,2023-05-10T14:48:06+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
745,2490036,MALARIA_CONF_CASES,COUNTRY,PER,AMR,YEAR,Americas,,2019,,,,,,,,24 483,24483.0,,,,2023-05-10T14:48:09+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
746,2492938,MALARIA_CONF_CASES,REGION,AFR,,YEAR,,,2019,,,,,,,,156 584 840,156584840.0,,,,2023-05-10T14:48:02+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
747,2493553,MALARIA_CONF_CASES,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,,2020,,,,,,,,1 698 394,1698394.0,,,,2023-05-10T14:48:06+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
748,2494415,MALARIA_CONF_CASES,COUNTRY,COD,AFR,YEAR,Africa,,2004,,,,,,,,2 684,2684.0,,,,2023-05-10T14:48:18+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
749,2494566,MALARIA_CONF_CASES,COUNTRY,PER,AMR,YEAR,Americas,,2014,,,,,,,,65 252,65252.0,,,,2023-05-10T14:48:10+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
750,2494824,MALARIA_CONF_CASES,COUNTRY,MWI,AFR,YEAR,Africa,,2015,,,,,,,,3 661 238,3661238.0,,,,2023-05-10T14:48:18+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
751,2495088,MALARIA_CONF_CASES,REGION,EMR,,YEAR,,,2012,,,,,,,,1 004 418,1004418.0,,,,2023-05-10T14:48:25+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
752,2498391,MALARIA_CONF_CASES,COUNTRY,SUR,AMR,YEAR,Americas,,2000,,,,,,,,11 361,11361.0,,,,2023-05-10T14:48:17+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
753,2499651,MALARIA_CONF_CASES,COUNTRY,VEN,AMR,YEAR,Americas,,2019,,,,,,,,492 753,492753.0,,,,2023-05-10T14:48:11+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
754,2500852,MALARIA_CONF_CASES,COUNTRY,GUY,AMR,YEAR,Americas,,2010,,,,,,,,22 935,22935.0,,,,2023-05-10T14:48:05+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
755,2511248,MALARIA_CONF_CASES,COUNTRY,PAN,AMR,YEAR,Americas,,2014,,,,,,,,874,874.0,,,,2023-05-10T14:48:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
756,2519444,MALARIA_CONF_CASES,COUNTRY,STP,AFR,YEAR,Africa,,2020,,,,,,,,1 944,1944.0,,,,2023-05-10T14:47:58+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
757,2520752,MALARIA_CONF_CASES,COUNTRY,HTI,AMR,YEAR,Americas,,2001,,,,,,,,9 837,9837.0,,,,2023-05-10T14:48:11+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
758,2521946,MALARIA_CONF_CASES,COUNTRY,GUF,AMR,YEAR,Americas,,2021,,,,,,,,143,143.0,,,,2023-05-10T14:48:04+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
759,2522111,MALARIA_CONF_CASES,COUNTRY,TJK,EUR,YEAR,Europe,,2020,,,,,,,,0,0.0,,,,2023-05-10T14:47:55+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
760,2526797,MALARIA_CONF_CASES,COUNTRY,TZA,AFR,YEAR,Africa,,2004,,,,,,,,2 514 318,2514318.0,,,,2023-05-10T14:48:04+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
761,2536553,MALARIA_CONF_CASES,COUNTRY,AGO,AFR,YEAR,Africa,,2005,,,,,,,,889 572,889572.0,,,,2023-05-10T14:48:23+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
762,2539239,MALARIA_CONF_CASES,COUNTRY,GAB,AFR,YEAR,Africa,,2003,,,,,,,,58 212,58212.0,,,,2023-05-10T14:47:58+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
763,2540508,MALARIA_CONF_CASES,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2013,,,,,,,,7 720,7720.0,,,,2023-05-10T14:47:58+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
764,2546070,MALARIA_CONF_CASES,COUNTRY,MRT,AFR,YEAR,Africa,,2010,,,,,,,,1 994,1994.0,,,,2023-05-10T14:48:18+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
765,2546375,MALARIA_CONF_CASES,COUNTRY,PNG,WPR,YEAR,Western Pacific,,2016,,,,,,,,534 819,534819.0,,,,2023-05-10T14:48:21+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
766,2552673,MALARIA_CONF_CASES,COUNTRY,GAB,AFR,YEAR,Africa,,2015,,,,,,,,23 867,23867.0,,,,2023-05-10T14:48:20+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
767,2555250,MALARIA_CONF_CASES,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,2008,,,,,,,,11 460,11460.0,,,,2023-05-10T14:48:14+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
768,2557473,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2003,,,,,,,,792,792.0,,,,2023-05-10T14:48:08+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
769,2561436,MALARIA_CONF_CASES,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,2005,,,,,,,,28,28.0,,,,2023-05-10T14:48:13+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
770,2561598,MALARIA_CONF_CASES,COUNTRY,LBR,AFR,YEAR,Africa,,2006,,,,,,,,761 415,761415.0,,,,2023-05-10T14:48:18+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
771,2569294,MALARIA_CONF_CASES,COUNTRY,DZA,AFR,YEAR,Africa,,2013,,,,,,,,603,603.0,,,,2023-05-10T14:48:13+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
772,2570630,MALARIA_CONF_CASES,COUNTRY,ETH,AFR,YEAR,Africa,,2018,,,,,,,,962 087,962087.0,,,,2023-05-10T14:48:01+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
773,2571452,MALARIA_CONF_CASES,REGION,EUR,,YEAR,,,2003,,,,,,,,16 163,16163.0,,,,2023-05-10T14:48:02+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
774,2572667,MALARIA_CONF_CASES,COUNTRY,COL,AMR,YEAR,Americas,,2010,,,,,,,,117 650,117650.0,,,,2023-05-10T14:48:03+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
775,2575208,MALARIA_CONF_CASES,COUNTRY,BDI,AFR,YEAR,Africa,,2013,,,,,,,,4 178 338,4178338.0,,,,2023-05-10T14:48:19+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
776,2580152,MALARIA_CONF_CASES,COUNTRY,SUR,AMR,YEAR,Americas,,2020,,,,,,,,244,244.0,,,,2023-05-10T14:48:25+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
777,2582052,MALARIA_CONF_CASES,COUNTRY,PRY,AMR,YEAR,Americas,,2003,,,,,,,,1 392,1392.0,,,,2023-05-10T14:48:22+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
778,2583880,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2017,,,,,,,,19,19.0,,,,2023-05-10T14:48:07+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
779,2585194,MALARIA_CONF_CASES,COUNTRY,MYS,WPR,YEAR,Western Pacific,,2003,,,,,,,,6 338,6338.0,,,,2023-05-10T14:48:23+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
780,2587897,MALARIA_CONF_CASES,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,2003,,,,,,,,24,24.0,,,,2023-05-10T14:48:14+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
