,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
0,1608577,WHS3_43,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,,2000,,,,,,,,5,5.0,,,,2024-07-12T15:46:58.707+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1,1609177,WHS3_43,COUNTRY,CRI,YEAR,AMR,Americas,,2018,,,,,,,,36,36.0,,,,2024-07-12T15:46:58.707+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2,1611618,WHS3_43,COUNTRY,FIN,YEAR,EUR,Europe,,1992,,,,,,,,247,247.0,,,,2024-07-12T15:46:58.707+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
3,1614526,WHS3_43,COUNTRY,PAN,YEAR,AMR,Americas,,2008,,,,,,,,108,108.0,,,,2024-07-12T15:46:58.707+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4,1614638,WHS3_43,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,1992,,,,,,,,1601,1601.0,,,,2024-07-12T15:46:58.707+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5,362,WHS3_43,COUNTRY,SRB,YEAR,EUR,Europe,,2003,,,,,,,,14,14.0,,,,2024-07-12T15:46:58.707+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6,376,WHS3_43,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,1976,,,,,,,,3088,3088.0,,,,2024-07-12T15:46:58.707+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
7,1889,WHS3_43,COUNTRY,TGO,YEAR,AFR,Africa,,2018,,,,,,,,27,27.0,,,,2024-07-12T15:46:58.707+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8,1939,WHS3_43,COUNTRY,POL,YEAR,EUR,Europe,,2020,,,,,,,,746,746.0,,,,2024-07-12T15:46:58.707+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9,5784,WHS3_43,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,2009,,,,,,,,5471,5471.0,,,,2024-07-12T15:46:58.707+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
10,6254,WHS3_43,COUNTRY,BFA,YEAR,AFR,Africa,,2020,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
11,13266,WHS3_43,COUNTRY,VEN,YEAR,AMR,Americas,,1984,,,,,,,,1939,1939.0,,,,2024-07-12T15:46:58.707+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
12,13436,WHS3_43,COUNTRY,NIU,YEAR,WPR,Western Pacific,,1982,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
13,13509,WHS3_43,COUNTRY,BLR,YEAR,EUR,Europe,,1994,,,,,,,,835,835.0,,,,2024-07-12T15:46:58.707+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
14,13674,WHS3_43,COUNTRY,CZE,YEAR,EUR,Europe,,2016,,,,,,,,627,627.0,,,,2024-07-12T15:46:58.707+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
15,14206,WHS3_43,COUNTRY,KAZ,YEAR,EUR,Europe,,1991,,,,,,,,562,562.0,,,,2024-07-12T15:46:58.707+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
16,14903,WHS3_43,COUNTRY,ETH,YEAR,AFR,Africa,,1975,,,,,,,,8445,8445.0,,,,2024-07-12T15:46:58.707+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
17,15348,WHS3_43,COUNTRY,PRT,YEAR,EUR,Europe,,1994,,,,,,,,19,19.0,,,,2024-07-12T15:46:58.707+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
18,20879,WHS3_43,COUNTRY,CYM,YEAR,AMR,Americas,,1990,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
19,21742,WHS3_43,COUNTRY,GRD,YEAR,AMR,Americas,,1975,,,,,,,,18,18.0,,,,2024-07-12T15:46:58.707+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
20,22135,WHS3_43,COUNTRY,NOR,YEAR,EUR,Europe,,1976,,,,,,,,1074,1074.0,,,,2024-07-12T15:46:58.707+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
21,22614,WHS3_43,COUNTRY,MDV,YEAR,SEAR,South-East Asia,,1993,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
22,23089,WHS3_43,COUNTRY,GIN,YEAR,AFR,Africa,,1996,,,,,,,,180,180.0,,,,2024-07-12T15:46:58.707+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
23,26343,WHS3_43,COUNTRY,RWA,YEAR,AFR,Africa,,1976,,,,,,,,21 856,21856.0,,,,2024-07-12T15:46:58.707+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
24,26775,WHS3_43,COUNTRY,TON,YEAR,WPR,Western Pacific,,2013,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25,26807,WHS3_43,COUNTRY,AUS,YEAR,WPR,Western Pacific,,1997,,,,,,,,10 242,10242.0,,,,2024-07-12T15:46:58.707+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
26,27782,WHS3_43,COUNTRY,MWI,YEAR,AFR,Africa,,1998,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
27,29452,WHS3_43,COUNTRY,FIN,YEAR,EUR,Europe,,2011,,,,,,,,555,555.0,,,,2024-07-12T15:46:58.707+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
28,41777,WHS3_43,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,1998,,,,,,,,135,135.0,,,,2024-07-12T15:46:58.707+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
29,47070,WHS3_43,COUNTRY,GHA,YEAR,AFR,Africa,,1985,,,,,,,,8704,8704.0,,,,2024-07-12T15:46:58.707+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
30,48480,WHS3_43,COUNTRY,JPN,YEAR,WPR,Western Pacific,,1982,,,,,,,,2532,2532.0,,,,2024-07-12T15:46:58.707+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
31,48505,WHS3_43,COUNTRY,IRL,YEAR,EUR,Europe,,2002,,,,,,,,131,131.0,,,,2024-07-12T15:46:58.707+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
32,50038,WHS3_43,COUNTRY,ITA,YEAR,EUR,Europe,,1994,,,,,,,,13 360,13360.0,,,,2024-07-12T15:46:58.707+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
33,54577,WHS3_43,COUNTRY,AZE,YEAR,EUR,Europe,,1997,,,,,,,,52,52.0,,,,2024-07-12T15:46:58.707+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
34,56569,WHS3_43,COUNTRY,PER,YEAR,AMR,Americas,,1978,,,,,,,,6544,6544.0,,,,2024-07-12T15:46:58.707+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
35,56812,WHS3_43,COUNTRY,BEL,YEAR,EUR,Europe,,2011,,,,,,,,103,103.0,,,,2024-07-12T15:46:58.707+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
36,60949,WHS3_43,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,,2011,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
37,61531,WHS3_43,COUNTRY,HRV,YEAR,EUR,Europe,,1991,,,,,,,,392,392.0,,,,2024-07-12T15:46:58.707+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
38,62136,WHS3_43,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,1981,,,,,,,,200 430,200430.0,,,,2024-07-12T15:46:58.707+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
39,62543,WHS3_43,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,1994,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
40,62745,WHS3_43,COUNTRY,ESP,YEAR,EUR,Europe,,2013,,,,,,,,2342,2342.0,,,,2024-07-12T15:46:58.707+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
41,62835,WHS3_43,COUNTRY,RUS,YEAR,EUR,Europe,,2020,,,,,,,,6069,6069.0,,,,2024-07-12T15:46:58.707+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
42,70610,WHS3_43,COUNTRY,MUS,YEAR,AFR,Africa,,2013,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
43,70724,WHS3_43,COUNTRY,BLZ,YEAR,AMR,Americas,,1981,,,,,,,,59,59.0,,,,2024-07-12T15:46:58.707+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
44,71009,WHS3_43,COUNTRY,CYM,YEAR,AMR,Americas,,2018,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
45,74314,WHS3_43,COUNTRY,WLF,YEAR,WPR,Western Pacific,,2003,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
46,77211,WHS3_43,COUNTRY,BRA,YEAR,AMR,Americas,,2019,,,,,,,,1423,1423.0,,,,2024-07-12T15:46:58.707+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
47,81047,WHS3_43,COUNTRY,AUT,YEAR,EUR,Europe,,1986,,,,,,,,177,177.0,,,,2024-07-12T15:46:58.707+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
48,81721,WHS3_43,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,2008,,,,,,,,59,59.0,,,,2024-07-12T15:46:58.707+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
49,83196,WHS3_43,COUNTRY,JPN,YEAR,WPR,Western Pacific,,2014,,,,,,,,2066,2066.0,,,,2024-07-12T15:46:58.707+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
50,83656,WHS3_43,COUNTRY,POL,YEAR,EUR,Europe,,1979,,,,,,,,508,508.0,,,,2024-07-12T15:46:58.707+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
51,84810,WHS3_43,COUNTRY,GAB,YEAR,AFR,Africa,,2002,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
52,88861,WHS3_43,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,1986,,,,,,,,1163,1163.0,,,,2024-07-12T15:46:58.707+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
53,89375,WHS3_43,COUNTRY,VGB,YEAR,AMR,Americas,,1975,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
54,89973,WHS3_43,COUNTRY,CAN,YEAR,AMR,Americas,,2018,,,,,,,,1679,1679.0,,,,2024-07-12T15:46:58.707+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
55,90325,WHS3_43,COUNTRY,GEO,YEAR,EUR,Europe,,1993,,,,,,,,272,272.0,,,,2024-07-12T15:46:58.707+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
56,91179,WHS3_43,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,1985,,,,,,,,536,536.0,,,,2024-07-12T15:46:58.707+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
57,91310,WHS3_43,COUNTRY,NER,YEAR,AFR,Africa,,1982,,,,,,,,3920,3920.0,,,,2024-07-12T15:46:58.707+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
58,96142,WHS3_43,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,,2009,,,,,,,,1,1.0,,,,2024-07-12T15:46:58.707+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
59,96794,WHS3_43,COUNTRY,AUS,YEAR,WPR,Western Pacific,,2017,,,,,,,,12 114,12114.0,,,,2024-07-12T15:46:58.707+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
60,97002,WHS3_43,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2013,,,,,,,,47 273,47273.0,,,,2024-07-12T15:46:58.707+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
61,97328,WHS3_43,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,1998,,,,,,,,1366,1366.0,,,,2024-07-12T15:46:58.707+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
62,98491,WHS3_43,COUNTRY,GIN,YEAR,AFR,Africa,,1978,,,,,,,,1687,1687.0,,,,2024-07-12T15:46:58.707+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
63,101930,WHS3_43,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2023,,,,,,,,16 341,16341.0,,,,2024-07-12T15:46:58.707+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
64,104988,WHS3_43,COUNTRY,HUN,YEAR,EUR,Europe,,1981,,,,,,,,27,27.0,,,,2024-07-12T15:46:58.707+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
65,105149,WHS3_43,COUNTRY,FIN,YEAR,EUR,Europe,,2008,,,,,,,,511,511.0,,,,2024-07-12T15:46:58.707+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
66,108688,WHS3_43,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,2023,,,,,,,,121,121.0,,,,2024-07-12T15:46:58.707+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
67,109350,WHS3_43,COUNTRY,AUT,YEAR,EUR,Europe,,2022,,,,,,,,164,164.0,,,,2024-07-12T15:46:58.707+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
68,110064,WHS3_43,COUNTRY,JAM,YEAR,AMR,Americas,,1983,,,,,,,,65,65.0,,,,2024-07-12T15:46:58.707+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
69,110199,WHS3_43,COUNTRY,TUR,YEAR,EUR,Europe,,1980,,,,,,,,1520,1520.0,,,,2024-07-12T15:46:58.707+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
70,110844,WHS3_43,COUNTRY,HTI,YEAR,AMR,Americas,,1990,,,,,,,,913,913.0,,,,2024-07-12T15:46:58.707+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
71,111505,WHS3_43,COUNTRY,BRN,YEAR,WPR,Western Pacific,,2000,,,,,,,,2,2.0,,,,2024-07-12T15:46:58.707+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
72,111987,WHS3_43,COUNTRY,VGB,YEAR,AMR,Americas,,1981,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
73,115727,WHS3_43,COUNTRY,MNG,YEAR,WPR,Western Pacific,,1981,,,,,,,,1,1.0,,,,2024-07-12T15:46:58.707+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
74,116131,WHS3_43,COUNTRY,GBR,YEAR,EUR,Europe,,1988,,,,,,,,5473,5473.0,,,,2024-07-12T15:46:58.707+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
75,116598,WHS3_43,COUNTRY,GRC,YEAR,EUR,Europe,,2001,,,,,,,,93,93.0,,,,2024-07-12T15:46:58.707+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
76,116796,WHS3_43,COUNTRY,GBR,YEAR,EUR,Europe,,1992,,,,,,,,2750,2750.0,,,,2024-07-12T15:46:58.707+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
77,117150,WHS3_43,COUNTRY,VUT,YEAR,WPR,Western Pacific,,2023,,,,,,,,1,1.0,,,,2024-07-12T15:46:58.707+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
78,118152,WHS3_43,COUNTRY,CHE,YEAR,EUR,Europe,,2009,,,,,,,,3700,3700.0,,,,2024-07-12T15:46:58.707+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
79,118483,WHS3_43,COUNTRY,ETH,YEAR,AFR,Africa,,1978,,,,,,,,8228,8228.0,,,,2024-07-12T15:46:58.707+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
80,122271,WHS3_43,COUNTRY,TCD,YEAR,AFR,Africa,,1975,,,,,,,,8319,8319.0,,,,2024-07-12T15:46:58.707+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
81,124081,WHS3_43,COUNTRY,KHM,YEAR,WPR,Western Pacific,,2000,,,,,,,,2068,2068.0,,,,2024-07-12T15:46:58.707+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
82,124967,WHS3_43,COUNTRY,MKD,YEAR,EUR,Europe,,2015,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
83,125453,WHS3_43,COUNTRY,TZA,YEAR,AFR,Africa,,1984,,,,,,,,839,839.0,,,,2024-07-12T15:46:58.707+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
84,125613,WHS3_43,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,,2020,,,,,,,,13 063,13063.0,,,,2024-07-12T15:46:58.707+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
85,125746,WHS3_43,COUNTRY,GRC,YEAR,EUR,Europe,,1996,,,,,,,,96,96.0,,,,2024-07-12T15:46:58.707+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
86,130932,WHS3_43,COUNTRY,ASM,YEAR,WPR,Western Pacific,,2005,,,,,,,,1,1.0,,,,2024-07-12T15:46:58.707+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
87,131666,WHS3_43,COUNTRY,MYS,YEAR,WPR,Western Pacific,,2022,,,,,,,,101,101.0,,,,2024-07-12T15:46:58.707+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
88,132046,WHS3_43,COUNTRY,AIA,YEAR,AMR,Americas,,1991,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
89,132307,WHS3_43,COUNTRY,AND,YEAR,EUR,Europe,,2012,,,,,,,,3,3.0,,,,2024-07-12T15:46:58.707+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
90,136058,WHS3_43,COUNTRY,GRD,YEAR,AMR,Americas,,2009,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
91,136211,WHS3_43,COUNTRY,BGR,YEAR,EUR,Europe,,1997,,,,,,,,44,44.0,,,,2024-07-12T15:46:58.707+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
92,137857,WHS3_43,COUNTRY,ITA,YEAR,EUR,Europe,,1986,,,,,,,,17 154,17154.0,,,,2024-07-12T15:46:58.707+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
93,138543,WHS3_43,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,1992,,,,,,,,43,43.0,,,,2024-07-12T15:46:58.707+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
94,138633,WHS3_43,COUNTRY,TUR,YEAR,EUR,Europe,,2019,,,,,,,,60,60.0,,,,2024-07-12T15:46:58.707+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
95,139084,WHS3_43,COUNTRY,AUT,YEAR,EUR,Europe,,1974,,,,,,,,1051,1051.0,,,,2024-07-12T15:46:58.707+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
96,142757,WHS3_43,COUNTRY,ALB,YEAR,EUR,Europe,,1995,,,,,,,,136,136.0,,,,2024-07-12T15:46:58.707+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
97,143348,WHS3_43,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,,1981,,,,,,,,58 280,58280.0,,,,2024-07-12T15:46:58.707+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
98,143514,WHS3_43,COUNTRY,CYP,YEAR,EUR,Europe,,1988,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
99,144124,WHS3_43,COUNTRY,SVK,YEAR,EUR,Europe,,1995,,,,,,,,10,10.0,,,,2024-07-12T15:46:58.707+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
100,144457,WHS3_43,COUNTRY,SVK,YEAR,EUR,Europe,,2021,,,,,,,,87,87.0,,,,2024-07-12T15:46:58.707+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
101,145209,WHS3_43,COUNTRY,PRT,YEAR,EUR,Europe,,2012,,,,,,,,224,224.0,,,,2024-07-12T15:46:58.707+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
102,145476,WHS3_43,COUNTRY,SLV,YEAR,AMR,Americas,,2022,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
103,151500,WHS3_43,COUNTRY,AGO,YEAR,AFR,Africa,,2010,,,,,,,,2539,2539.0,,,,2024-07-12T15:46:58.707+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
104,152585,WHS3_43,COUNTRY,PAN,YEAR,AMR,Americas,,1981,,,,,,,,103,103.0,,,,2024-07-12T15:46:58.707+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
105,156066,WHS3_43,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,1994,,,,,,,,1984,1984.0,,,,2024-07-12T15:46:58.707+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
106,156279,WHS3_43,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,1996,,,,,,,,934,934.0,,,,2024-07-12T15:46:58.707+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
107,157054,WHS3_43,COUNTRY,GIN,YEAR,AFR,Africa,,1985,,,,,,,,625,625.0,,,,2024-07-12T15:46:58.707+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
108,157374,WHS3_43,COUNTRY,ATG,YEAR,AMR,Americas,,1987,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
109,157379,WHS3_43,COUNTRY,WSM,YEAR,WPR,Western Pacific,,1997,,,,,,,,0,0.0,,,,2024-07-12T15:46:58.707+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
110,157968,WHS3_43,REGION,WPR,YEAR,,,,1995,,,,,,,,15 063,15063.0,,,,2024-07-12T15:46:58.707+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
111,160040,WHS3_43,COUNTRY,CZE,YEAR,EUR,Europe,,2007,,,,,,,,186,186.0,,,,2024-07-12T15:46:58.707+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
112,163012,WHS3_43,COUNTRY,DOM,YEAR,AMR,Americas,,1985,,,,,,,,172,172.0,,,,2024-07-12T15:46:58.707+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
113,164319,WHS3_43,COUNTRY,MNG,YEAR,WPR,Western Pacific,,1995,,,,,,,,4,4.0,,,,2024-07-12T15:46:58.707+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
114,165083,WHS3_43,COUNTRY,ISR,YEAR,EUR,Europe,,1985,,,,,,,,24,24.0,,,,2024-07-12T15:46:58.707+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
115,165188,WHS3_43,COUNTRY,BWA,YEAR,AFR,Africa,,1999,,,,,,,,15,15.0,,,,2024-07-12T15:46:58.707+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
116,166154,WHS3_43,COUNTRY,CHL,YEAR,AMR,Americas,,1997,,,,,,,,1457,1457.0,,,,2024-07-12T15:46:58.707+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
117,166720,WHS3_43,COUNTRY,AUT,YEAR,EUR,Europe,,1984,,,,,,,,176,176.0,,,,2024-07-12T15:46:58.707+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
118,166840,WHS3_43,COUNTRY,PNG,YEAR,WPR,Western Pacific,,1987,,,,,,,,1560,1560.0,,,,2024-07-12T15:46:58.707+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
119,170587,WHS3_43,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,1992,,,,,,,,109,109.0,,,,2024-07-12T15:46:58.707+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
120,171649,WHS3_43,COUNTRY,BMU,YEAR,AMR,Americas,,1997,,,,,,,,3,3.0,,,,2024-07-12T15:46:58.707+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
