,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8351,7183931,WHS3_46,COUNTRY,SLE,YEAR,AFR,Africa,,,1983,,,,,,,713,713.0,,,,2024-07-12T15:49:00.303+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
8352,7184518,WHS3_46,COUNTRY,BRA,YEAR,AMR,Americas,,,2000,,,,,,,346,346.0,,,,2024-07-12T15:49:00.303+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8353,7184674,WHS3_46,COUNTRY,TCA,YEAR,AMR,Americas,,,1976,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
8354,7185902,WHS3_46,COUNTRY,GNB,YEAR,AFR,Africa,,,1989,,,,,,,109,109.0,,,,2024-07-12T15:49:00.303+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
8355,7186018,WHS3_46,COUNTRY,BEL,YEAR,EUR,Europe,,,1982,,,,,,,10,10.0,,,,2024-07-12T15:49:00.303+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
8356,7187595,WHS3_46,COUNTRY,COK,YEAR,WPR,Western Pacific,,,2012,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8357,7187737,WHS3_46,COUNTRY,MWI,YEAR,AFR,Africa,,,2011,,,,,,,8,8.0,,,,2024-07-12T15:49:00.303+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8358,7187935,WHS3_46,COUNTRY,JPN,YEAR,WPR,Western Pacific,,,1975,,,,,,,103,103.0,,,,2024-07-12T15:49:00.303+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
8359,7187972,WHS3_46,COUNTRY,COM,YEAR,AFR,Africa,,,2005,,,,,,,1,1.0,,,,2024-07-12T15:49:00.303+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8360,7188348,WHS3_46,COUNTRY,GIN,YEAR,AFR,Africa,,,1989,,,,,,,428,428.0,,,,2024-07-12T15:49:00.303+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
8361,7188853,WHS3_46,COUNTRY,DOM,YEAR,AMR,Americas,,,2023,,,,,,,33,33.0,,,,2024-07-12T15:49:00.303+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8362,7189001,WHS3_46,COUNTRY,ZAF,YEAR,AFR,Africa,,,2007,,,,,,,3,3.0,,,,2024-07-12T15:49:00.303+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8363,7189013,WHS3_46,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,1984,,,,,,,5,5.0,,,,2024-07-12T15:49:00.303+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
8364,7189715,WHS3_46,COUNTRY,MLI,YEAR,AFR,Africa,,,2001,,,,,,,101,101.0,,,,2024-07-12T15:49:00.303+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8365,7189993,WHS3_46,COUNTRY,LSO,YEAR,AFR,Africa,,,1978,,,,,,,2,2.0,,,,2024-07-12T15:49:00.303+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
8366,7190804,WHS3_46,COUNTRY,NZL,YEAR,WPR,Western Pacific,,,2009,,,,,,,1,1.0,,,,2024-07-12T15:49:00.303+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8367,7191028,WHS3_46,COUNTRY,BEN,YEAR,AFR,Africa,,,1985,,,,,,,636,636.0,,,,2024-07-12T15:49:00.303+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
8368,7191397,WHS3_46,COUNTRY,SEN,YEAR,AFR,Africa,,,2023,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8369,7192815,WHS3_46,COUNTRY,NLD,YEAR,EUR,Europe,,,2012,,,,,,,1,1.0,,,,2024-07-12T15:49:00.303+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8370,7193821,WHS3_46,COUNTRY,GRC,YEAR,EUR,Europe,,,2000,,,,,,,16,16.0,,,,2024-07-12T15:49:00.303+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8371,7194154,WHS3_46,COUNTRY,ARM,YEAR,EUR,Europe,,,2015,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8372,7194584,WHS3_46,COUNTRY,TCD,YEAR,AFR,Africa,,,1991,,,,,,,1094,1094.0,,,,2024-07-12T15:49:00.303+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
8373,7194837,WHS3_46,COUNTRY,MHL,YEAR,WPR,Western Pacific,,,1987,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
8374,7195330,WHS3_46,COUNTRY,HND,YEAR,AMR,Americas,,,1991,,,,,,,22,22.0,,,,2024-07-12T15:49:00.303+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
