,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2901,2264796,WHS3_62,COUNTRY,BEN,YEAR,AFR,Africa,,,2015,,,,,,,55,55.0,,,,2024-07-12T16:01:16.317+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2902,2265928,WHS3_62,COUNTRY,MRT,YEAR,AFR,Africa,,,2021,,,,,,,249,249.0,,,,2024-07-12T16:01:16.317+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2903,2267340,WHS3_62,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,1975,,,,,,,4326,4326.0,,,,2024-07-12T16:01:16.317+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
2904,2268203,WHS3_62,COUNTRY,SVK,YEAR,EUR,Europe,,,1992,,,,,,,415,415.0,,,,2024-07-12T16:01:16.317+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
2905,2268233,WHS3_62,COUNTRY,TZA,YEAR,AFR,Africa,,,2012,,,,,,,1668,1668.0,,,,2024-07-12T16:01:16.317+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2906,2269034,WHS3_62,COUNTRY,CUB,YEAR,AMR,Americas,,,1988,,,,,,,121,121.0,,,,2024-07-12T16:01:16.317+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
2907,2270159,WHS3_62,COUNTRY,MYS,YEAR,WPR,Western Pacific,,,2007,,,,,,,394,394.0,,,,2024-07-12T16:01:16.317+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
2908,2270680,WHS3_62,COUNTRY,BFA,YEAR,AFR,Africa,,,2001,,,,,,,4174,4174.0,,,,2024-07-12T16:01:16.317+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
2909,2270933,WHS3_62,COUNTRY,KHM,YEAR,WPR,Western Pacific,,,1987,,,,,,,9281,9281.0,,,,2024-07-12T16:01:16.317+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
2910,2273439,WHS3_62,COUNTRY,HUN,YEAR,EUR,Europe,,,1997,,,,,,,24,24.0,,,,2024-07-12T16:01:16.317+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
2911,2273578,WHS3_62,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,,1987,,,,,,,289 105,289105.0,,,,2024-07-12T16:01:16.317+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
2912,2274113,WHS3_62,COUNTRY,MRT,YEAR,AFR,Africa,,,2008,,,,,,,4,4.0,,,,2024-07-12T16:01:16.317+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2913,2275160,WHS3_62,COUNTRY,LTU,YEAR,EUR,Europe,,,2021,,,,,,,0,0.0,,,,2024-07-12T16:01:16.317+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
